movie_title,year_released,critic_rating,audience_rating,genres
The Mercenaries (Dark of the Sun),1968,67,77,"Action & Adventure, Drama"
Dark Passage,1947,93,82,"Classics, Drama, Mystery & Suspense"
Dark Phoenix,2019,22,64,"Action & Adventure, Drama, Science Fiction & Fantasy"
Dark Places,2015,23,33,"Drama, Mystery & Suspense"
Dark River,2018,80,64,"Art House & International, Drama"
Dark Signal,2017,33,33,"Horror, Mystery & Suspense"
Dark Skies,2013,41,49,"Horror, Mystery & Suspense"
Dark Summer,2015,29,15,Mystery & Suspense
Dark Tide,2012,0,16,"Horror, Mystery & Suspense"
Dark Touch,2013,64,28,Horror
Dark Victory,1939,88,81,"Classics, Drama"
Dark Was The Night,2015,52,35,"Drama, Horror, Mystery & Suspense"
Dark Water,2005,47,28,"Horror, Mystery & Suspense"
Dark Waters,2019,90,95,Drama
Darkest Hour,2017,84,82,Drama
Darkman,1990,84,59,"Action & Adventure, Science Fiction & Fantasy"
Darkman II: The Return of Durant,1995,29,19,"Action & Adventure, Horror, Science Fiction & Fantasy"
Darkman III: Die Darkman Die,1996,33,20,"Action & Adventure, Science Fiction & Fantasy"
Darkness,2004,4,30,Horror
Darkness Falls,2003,9,34,"Horror, Mystery & Suspense"
Darkon,2006,89,65,"Documentary, Musical & Performing Arts, Science Fiction & Fantasy, Special Interest"
Darlin',2019,70,50,"Horror, Mystery & Suspense"
Darling,2016,71,44,"Horror, Mystery & Suspense"
Darling Companion,2012,21,29,"Comedy, Drama"
Darling Lili,1970,40,69,"Classics, Drama, Musical & Performing Arts, Mystery & Suspense"
D.A.R.Y.L.,1985,53,54,"Kids & Family, Science Fiction & Fantasy"
Das finstere Tal (The Dark Valley),2014,33,66,"Action & Adventure, Art House & International, Drama, Western"
Das Versprechen (The Promise),1995,71,75,"Art House & International, Drama, Romance"
Date And Switch,2014,30,37,Comedy
Date Night,2010,66,55,"Comedy, Romance"
Date with an Angel,1987,14,58,"Comedy, Romance"
American Experience,2004,79,60,"Documentary, Musical & Performing Arts, Special Interest"
Daughter of the Wolf,2019,22,40,"Action & Adventure, Mystery & Suspense"
Daughters of the Dust,1991,98,64,"Drama, Romance"
Daughters of the Sexual Revolution: The Untold Story of the Dallas Cowboys Cheerleaders,2018,83,89,Documentary
Dave,1993,95,72,"Comedy, Romance"
David and Bathsheba,1951,83,31,"Classics, Drama, Romance, Faith & Spirituality"
David & Layla,2007,53,43,"Art House & International, Comedy, Drama, Romance"
David and Lisa,1962,83,79,"Classics, Drama, Romance"
"Davy Crockett, King of the Wild Frontier",1955,100,79,"Action & Adventure, Kids & Family, Television, Western"
Dawn of the Dead,2004,75,77,"Drama, Horror, Mystery & Suspense"
Dawn Of The Planet Of The Apes,2014,90,88,"Action & Adventure, Drama, Science Fiction & Fantasy"
Dawn Patrol,2015,0,11,Drama
The Day After Tomorrow,2004,44,50,"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy"
A Day at the Races,1937,94,89,"Classics, Comedy, Musical & Performing Arts"
Day for Night,1973,100,91,"Art House & International, Comedy, Drama, Romance"
Day Night Day Night,2006,67,56,"Action & Adventure, Art House & International, Drama"
Day of the Dead: Bloodline,2018,13,9,Horror
Day of the Falcon,2013,11,51,"Action & Adventure, Drama"
The Day of the Jackal,1973,89,88,"Classics, Drama, Mystery & Suspense"
The Day of the Locust,1975,60,76,"Classics, Drama, Mystery & Suspense"
Day of the Outlaw,1959,100,70,"Classics, Western"
The Day the Earth Stood Still,2008,21,27,Science Fiction & Fantasy
Day Watch,2007,62,68,"Action & Adventure, Art House & International, Horror, Science Fiction & Fantasy"
Day Zero,2007,24,44,Drama
Daybreakers,2010,69,49,"Action & Adventure, Drama, Horror, Mystery & Suspense"
Daydream Nation,2011,68,50,"Comedy, Drama, Romance"
Daylight,1996,27,37,"Action & Adventure, Drama"
Daylight,2011,91,63,"Drama, Mystery & Suspense"
Daylight Robbery,2008,22,45,"Drama, Mystery & Suspense"
Giorni e Nuvole (Days and Clouds),2007,81,62,"Art House & International, Drama"
Days and Nights,2014,0,36,"Comedy, Drama"
Days of Glory,2007,83,79,Drama
Days of Grace,2015,65,62,Mystery & Suspense
Days of Heaven,1978,92,89,Drama
Days of Thunder,1990,38,60,"Action & Adventure, Drama, Romance"
The Daytrippers,1997,73,74,"Comedy, Drama"
Dazed and Confused,1993,92,90,Comedy
D.C. Cab,1983,14,53,Comedy
Ddongpari (Breathless),2009,84,82,"Action & Adventure, Art House & International, Drama"
De rouille et d'os (Rust and Bone),2012,82,80,"Drama, Mystery & Suspense"
De Sade,2001,0,25,"Art House & International, Classics, Drama, Mystery & Suspense"
De zaak Alzheimer (The Memory of a Killer),2005,84,80,"Action & Adventure, Drama, Mystery & Suspense"
Dead Man Running,2009,14,52,"Action & Adventure, Drama"
Dylan Dog: Dead of Night,2011,7,29,"Horror, Mystery & Suspense"
Dead or Alive: Hanzaisha,1999,55,74,"Art House & International, Drama, Mystery & Suspense"
Dead Again,1991,83,77,"Drama, Mystery & Suspense, Romance"
Dead Alive,1993,88,87,"Comedy, Horror, Science Fiction & Fantasy"
Dead and Buried,1981,75,58,"Horror, Mystery & Suspense"
Dead Ant,2019,64,46,"Action & Adventure, Comedy"
Dead Awake,2017,20,17,"Horror, Mystery & Suspense"
Dead Bang,1989,33,44,"Action & Adventure, Drama, Mystery & Suspense"
Dead Calm,1989,83,63,Mystery & Suspense
Dead Dicks,2019,100,58,Horror
Dead End,1937,91,76,"Classics, Drama, Mystery & Suspense"
Dead Heat on a Merry-Go-Round,1966,40,34,"Action & Adventure, Classics, Comedy, Drama, Mystery & Suspense"
Dead Hooker in a Trunk,2009,80,42,"Action & Adventure, Art House & International, Documentary, Horror"
Dead Man,1995,71,88,"Drama, Science Fiction & Fantasy, Western"
Dead Man Down,2013,40,47,Mystery & Suspense
Dead Man on Campus,1998,15,55,"Comedy, Drama"
Dead Man's Burden,2013,74,49,"Drama, Western"
Dead Man's Shoes,2006,58,91,"Drama, Mystery & Suspense"
Dead Men Don't Wear Plaid,1982,79,72,"Comedy, Mystery & Suspense"
Dead Night,2018,63,52,Horror
Dead of Night (Deathdream),1974,83,64,"Drama, Horror, Mystery & Suspense"
Dead of Winter,1986,77,46,"Drama, Horror, Mystery & Suspense"
Dead or Alive: Final,2002,42,40,"Art House & International, Drama, Mystery & Suspense, Science Fiction & Fantasy"
Dead Poets Society,1989,84,92,Drama
The Dead Pool,1988,55,44,"Action & Adventure, Drama, Mystery & Suspense"
Dead Ringer,1964,100,80,"Classics, Drama, Mystery & Suspense"
Dead Ringers,1988,83,82,"Drama, Horror, Mystery & Suspense"
Dead Silence,2007,20,51,"Horror, Mystery & Suspense"
Dead Snow (Død snø),2009,69,56,"Action & Adventure, Art House & International, Comedy, Horror"
Dead Snow 2: Red vs. Dead (Død snø 2),2014,81,68,"Action & Adventure, Art House & International, Comedy, Horror"
Dead Water,2019,17,24,"Horror, Mystery & Suspense"
The Dead Zone,1983,89,77,"Horror, Mystery & Suspense, Science Fiction & Fantasy"
Deadfall,2012,34,37,"Drama, Mystery & Suspense"
Deadline,2012,0,53,"Drama, Mystery & Suspense"
Deadly Blessing,1982,14,28,"Action & Adventure, Cult Movies, Drama, Horror, Mystery & Suspense"
The Deadly Companions (Trigger Happy),1961,83,32,"Action & Adventure, Drama, Western"
Deadly Friend,1986,8,38,"Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy"
Deadpool,2016,85,90,"Action & Adventure, Comedy, Science Fiction & Fantasy"
Deadpool 2,2018,83,85,"Action & Adventure, Comedy"
Deadtime Stories,1986,0,21,"Horror, Mystery & Suspense"
Deal of the Century,1983,11,17,Comedy
Dealing With Idiots,2013,37,31,Comedy
Dealt,2017,96,84,"Documentary, Special Interest"
Dear Lemon Lima,2011,75,64,"Comedy, Drama"
Dear Diary (Caro diario),1994,68,85,"Art House & International, Comedy, Drama"
Dear Dictator,2018,16,43,Comedy
Dear Frankie,2005,81,90,Drama
Dear God,1996,12,28,Comedy
Dear Heart,1964,40,66,"Comedy, Drama, Romance"
Dear John,2010,29,55,"Drama, Romance"
Dear Mr. Watterson,2013,62,51,"Documentary, Musical & Performing Arts"
Dear Wendy,2005,36,66,"Art House & International, Drama"
Dear White People,2014,91,61,"Comedy, Drama"
Death and the Maiden,1995,82,81,"Drama, Mystery & Suspense"
Death at a Funeral,2007,62,79,"Comedy, Drama"
Death at a Funeral,2010,43,45,"Comedy, Drama"
Death Becomes Her,1992,54,61,"Comedy, Science Fiction & Fantasy"
Death by China,2012,38,72,Documentary
Death Defying Acts,2008,42,26,"Drama, Mystery & Suspense, Romance"
Death House,2018,40,39,Horror
Death Line (Raw Meat),1972,91,44,Horror
Death of a Cyclist (Muerte de un ciclista),1958,100,86,"Art House & International, Drama"
Death of a President,2006,38,58,"Drama, Mystery & Suspense"
Death Proof,2007,64,72,"Action & Adventure, Horror, Mystery & Suspense"
Death Race,2008,42,60,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy"
Death Race 2000,1975,83,64,"Action & Adventure, Classics, Science Fiction & Fantasy"
Da uomo a uomo (Death Rides A Horse) (As Man to Man),1967,40,71,"Art House & International, Classics, Drama, Western"
Death Sentence,2007,20,60,"Action & Adventure, Drama"
Death Takes a Holiday,1934,88,80,"Classics, Comedy, Drama, Science Fiction & Fantasy, Romance"
Death to Smoochy,2002,42,66,Comedy
Death Wish,1974,68,68,"Action & Adventure, Classics, Drama"
Death Wish,2018,18,71,"Action & Adventure, Drama, Mystery & Suspense"
Death Wish 3,1985,11,54,Action & Adventure
Death Wish 4: The Crackdown,1987,14,40,Action & Adventure
Death Wish II,1982,33,44,Action & Adventure
Death Wish V: The Face of Death,1993,0,32,Action & Adventure
Deathgasm,2015,88,66,"Art House & International, Comedy, Horror"
The Deaths of Ian Stone,2007,57,34,"Horror, Mystery & Suspense"
Deathtrap,1982,71,71,"Comedy, Drama, Mystery & Suspense"
D.E.B.S.,2004,39,55,"Action & Adventure, Comedy, Mystery & Suspense"
Debt Collectors,2020,82,38,"Action & Adventure, Mystery & Suspense"
Decasia,2002,86,81,"Documentary, Drama, Musical & Performing Arts, Special Interest"
Deceiver,1998,48,58,"Drama, Mystery & Suspense"
December Boys,2007,41,52,"Drama, Kids & Family"
Deception,2008,11,31,"Action & Adventure, Mystery & Suspense"
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,2013,92,71,"Documentary, Special Interest"
Decision Before Dawn,1951,100,71,"Action & Adventure, Classics, Drama, Mystery & Suspense"
Deck the Halls,2006,6,30,Comedy
Declaration of War,2012,86,70,"Art House & International, Comedy, Drama, Special Interest"
The Decline of Western Civilization Part II: The Metal Years,1988,90,77,"Documentary, Musical & Performing Arts, Special Interest"
Decoding Annie Parker,2014,56,41,Drama
Decoding Deepak,2012,55,59,"Documentary, Special Interest, Faith & Spirituality"
Dead Sushi,2013,100,52,"Action & Adventure, Comedy, Horror"
Dedication,2007,40,64,"Comedy, Drama, Romance"
The Deep,1977,48,38,"Action & Adventure, Horror, Mystery & Suspense"
The Deep End,2001,82,59,"Drama, Mystery & Suspense"
The Deep End of the Ocean,1999,43,59,Drama
Deep Impact,1998,45,43,"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy"
Deep Red (Profondo rosso),1975,96,86,"Art House & International, Horror, Mystery & Suspense"
Deep Rising,1998,28,43,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy"
Deep Sea 3D,2006,91,79,"Animation, Documentary, Kids & Family, Special Interest"
Deep Web,2015,79,72,Documentary
Deeply,2001,20,59,"Art House & International, Drama, Mystery & Suspense, Romance"
DeepStar Six,1989,9,24,"Action & Adventure, Horror, Science Fiction & Fantasy"
Deepwater Horizon,2016,83,82,"Action & Adventure, Drama"
Deerskin,2020,87,71,Comedy
Defamation,2009,85,75,"Documentary, Special Interest, Faith & Spirituality"
Defending Your Life,1991,97,83,"Comedy, Science Fiction & Fantasy"
Defendor,2009,74,58,"Comedy, Drama"
Defence of the Realm (Defense of the Realm),1985,100,69,"Drama, Mystery & Suspense"
Defiance,2009,58,72,Drama
The Defiant Ones,1958,83,87,"Classics, Drama"
Deidra & Laney Rob a Train,2017,92,57,Comedy
Déjà Vu,2006,56,73,"Action & Adventure, Drama, Mystery & Suspense, Romance"
Delgo,2008,11,26,"Animation, Science Fiction & Fantasy"
Delhi 6,2009,36,41,"Art House & International, Comedy, Drama"
Delhi Belly,2011,88,82,"Action & Adventure, Comedy"
Delhi Safari,2012,20,35,"Animation, Kids & Family"
Deli Man,2015,81,66,Drama
Delicatessen,1992,89,91,"Art House & International, Comedy, Drama, Science Fiction & Fantasy"
Delirious,1991,44,39,"Comedy, Science Fiction & Fantasy"
Delirium,2018,0,39,Horror
Deliver Us From Eva,2003,44,76,"Comedy, Drama, Romance"
Deliver Us from Evil,2006,100,89,Documentary
Deliver Us from Evil,2014,29,42,"Action & Adventure, Horror"
Deliverance,1972,89,82,"Classics, Drama"
Delivery Man,2013,39,47,Comedy
Delivery: The Beast Within,2014,71,30,"Horror, Mystery & Suspense"
De-Lovely,2004,48,66,"Comedy, Drama, Musical & Performing Arts"
Delta Farce,2007,5,38,"Action & Adventure, Comedy"
The Delta Force,1986,18,49,Action & Adventure
Delta Force 2: The Colombian Connection,1990,11,40,Action & Adventure
Delta of Venus,1995,0,50,Drama
Dementia 13,1963,63,35,"Drama, Horror, Mystery & Suspense"
Demetrius and the Gladiators,1954,83,64,"Action & Adventure, Classics, Drama"
Demolition,2016,53,54,"Comedy, Drama"
Demolition Man,1993,60,66,"Action & Adventure, Comedy, Drama, Science Fiction & Fantasy"
Demon,2016,92,56,"Art House & International, Mystery & Suspense"
Demon House,2018,50,62,"Documentary, Horror"
Demon Seed,1977,55,46,"Horror, Mystery & Suspense, Science Fiction & Fantasy"
Demonlover,2003,50,40,"Art House & International, Drama, Mystery & Suspense"
Demons 2: The Nightmare Returns,1987,60,44,"Art House & International, Horror, Television"
Den of Thieves,2018,41,62,"Action & Adventure, Drama"
Denial,2016,82,71,Drama
Dennis the Menace,1993,27,38,"Comedy, Kids & Family"
The Dentist 2: Brace Yourself,1998,0,24,Horror
The Departed,2006,91,94,"Action & Adventure, Drama, Mystery & Suspense"
Depraved,2019,84,46,"Horror, Mystery & Suspense"
The Circle,2014,100,78,Drama
Derailed,2005,21,58,"Drama, Mystery & Suspense"
Derailroaded,2005,82,83,"Documentary, Musical & Performing Arts, Special Interest"
Derrida,2002,82,58,"Documentary, Musical & Performing Arts, Special Interest, Faith & Spirituality"
Dersu Uzala,1975,73,94,"Action & Adventure, Art House & International, Drama"
The Descent,2006,85,76,Horror
Desert Bayou,2007,78,59,"Documentary, Special Interest"
Desert Blue,1999,37,47,"Comedy, Drama"
Desert Dancer,2015,33,62,Drama
The Desert Fox,1951,71,62,"Action & Adventure, Classics, Drama"
Desert Hearts,1986,95,76,"Art House & International, Drama, Romance, Gay & Lesbian"
The Desert Rats,1953,83,70,"Action & Adventure, Classics"
Desert Saints,2002,29,54,"Action & Adventure, Drama, Horror, Mystery & Suspense"
Desierto,2016,63,47,"Action & Adventure, Drama, Mystery & Suspense"
Designing Woman,1957,82,69,"Classics, Comedy, Romance"
Desk Set,1957,100,83,"Classics, Comedy, Romance"
Desperate Acts Of Magic,2013,60,70,Comedy
Desperate Living,1977,70,80,Comedy
Desperate Measures,1997,19,37,"Action & Adventure, Drama, Mystery & Suspense"
Desperately Seeking Susan,1985,83,62,"Comedy, Drama, Romance"
Despicable Me 2,2013,75,85,"Animation, Comedy, Kids & Family"
Despicable Me 3,2017,58,53,"Animation, Comedy, Kids & Family"
Despite The Falling Snow,2017,9,44,"Art House & International, Mystery & Suspense, Romance"
Destination Tokyo,1943,80,65,"Action & Adventure, Classics, Drama"
Destination Wedding,2018,51,58,"Comedy, Drama, Romance"
Destiny (Der müde Tod),1924,90,88,"Art House & International, Classics, Horror, Science Fiction & Fantasy"
Destiny Turns on the Radio,1995,17,21,"Action & Adventure, Comedy, Drama"
Destroy All Monsters,1969,75,68,"Action & Adventure, Anime & Manga, Art House & International, Classics, Horror, Science Fiction & Fantasy"
Destroyer,2018,73,50,Mystery & Suspense
Destry Rides Again,1939,96,82,"Classics, Comedy, Western"
Detachment,2012,57,74,Drama
The Detective,1968,100,46,"Classics, Drama, Mystery & Suspense"
Detective Dee and the Mystery of the Phantom Flame,2011,80,62,"Action & Adventure, Art House & International, Mystery & Suspense"
Detective Story,1951,75,72,"Classics, Drama, Mystery & Suspense"
Detention,2012,41,46,"Comedy, Horror"
Detention Of The Dead,2013,57,24,"Comedy, Horror"
Deterrence,2000,46,59,"Drama, Mystery & Suspense"
Detour,1945,100,78,"Classics, Cult Movies, Drama, Mystery & Suspense"
Detour,2017,65,42,Drama
Detroit,2017,82,79,"Drama, Mystery & Suspense"
Detroit 9000,1998,25,49,"Action & Adventure, Cult Movies, Drama, Mystery & Suspense"
Detroit Rock City,1999,48,82,Comedy
Detropia,2012,86,63,Documentary
Deuce Bigalow: Male Gigolo,1999,22,42,Comedy
Deuce Bigalow: European Gigolo,2005,9,33,Comedy
Deuces Wild,2002,3,51,"Action & Adventure, Drama"
Devil,2010,50,43,"Horror, Mystery & Suspense"
The Devil and Miss Jones,1941,100,81,"Classics, Comedy, Drama, Romance"
The Devil Came on Horseback,2007,96,90,"Documentary, Special Interest"
Devil in a Blue Dress,1995,88,70,"Drama, Mystery & Suspense"
The Devil's Advocate,1997,63,80,"Action & Adventure, Drama, Horror, Mystery & Suspense"
The Devil's Backbone (El Espinazo del diablo),2001,92,89,"Art House & International, Drama, Mystery & Suspense"
The Devil's Brigade,1968,60,69,"Action & Adventure, Classics, Drama"
Devil's Due,2014,18,21,Horror
Devil's Gate,2018,38,24,"Drama, Mystery & Suspense"
Devil's Knot,2014,24,39,Drama
Devils on the Doorstep (Guizi lai le),2002,91,95,"Art House & International, Comedy, Drama"
The Devil's Own,1997,35,41,"Action & Adventure, Drama, Mystery & Suspense"
The Devil's Rejects,2005,54,78,Horror
The Dhamma Brothers,2008,83,78,"Documentary, Special Interest"
Dheepan,2016,87,82,Drama
Mumbai Diaries,2011,65,70,"Art House & International, Drama"
Dhoom: 2,2006,92,77,"Action & Adventure, Art House & International, Mystery & Suspense"
Diablo,2016,19,27,"Mystery & Suspense, Western"
Dial A Prayer,2015,71,39,"Comedy, Drama"
Dial M for Murder,1954,89,92,"Classics, Mystery & Suspense"
Diamonds Are Forever,1971,64,58,"Action & Adventure, Classics, Mystery & Suspense, Science Fiction & Fantasy"
Diana,2013,8,25,Drama
Diana Vreeland: The Eye Has To Travel,2012,94,79,Documentary
Diane,2019,93,70,Drama
Diane,2018,88,46,Horror
Diary of the Dead,2007,62,41,"Horror, Mystery & Suspense"
Diary of a Chambermaid (Le journal d'une femme de chambre),1965,87,83,"Art House & International, Drama"
Diary of a Mad Black Woman,2005,16,87,Comedy
Diary of a Wimpy Kid,2010,54,49,"Comedy, Kids & Family"
Diary of a Wimpy Kid 2: Rodrick Rules,2011,47,61,"Comedy, Drama, Kids & Family"
Diary of a Wimpy Kid: Dog Days,2012,52,63,"Comedy, Kids & Family"
Diary Of A Wimpy Kid: The Long Haul,2017,18,32,"Comedy, Kids & Family"
The Diary of Anne Frank,1959,79,77,"Classics, Drama"
The Diary of Ellen Rimbauer,2003,17,50,"Drama, Horror, Mystery & Suspense, Television"
Dickie Roberts: Former Child Star,2003,22,46,Comedy
Die Another Day,2002,57,41,"Action & Adventure, Mystery & Suspense"
Die! Die! My Darling!,1965,50,58,"Art House & International, Classics, Horror, Mystery & Suspense"
Die Fälschung (Circle of Deceit),1981,100,71,"Art House & International, Drama"
Die Hard,1988,94,94,"Action & Adventure, Mystery & Suspense"
Die Hard 2,1990,69,70,"Action & Adventure, Mystery & Suspense"
